# 		X[inch]				Y[ft]				T[ms]
-503.6135687847705640 41.3436129223153657 0.0000000000000000
200.8507708241586727 34.9726767299886419 6.0060060060060056
-328.8096534507639035 27.1786865661057178 12.0120120120120113
445.5501697554884117 51.8729044745130849 18.0180180180180187
489.9999840106819420 60.1745461411186895 24.0240240240240226
12.3397569381547836 46.8194013312682316 30.0300300300300300
-406.5277654822983209 57.2122077113713772 36.0360360360360374
-26.5915079123705347 63.6970941134274184 42.0420420420420413
237.6428031384426447 39.9014968338586300 48.0480480480480452
418.1816897330939469 50.3878070171427979 54.0540540540540562
-51.0960542288593516 64.8563949844944148 60.0600600600600600
-1365.4352361966339231 65.2129906592861630 66.0660660660660568
112.8738162215843204 55.5298116374293116 72.0720720720720749
78.6427606643816830 55.5665309749409815 78.0780780780780788
750.9372243675782101 50.9957026315277702 84.0840840840840826
-1184.8887834856186601 64.1523001956732912 90.0900900900900865
246.8689978849557747 55.9728652557355559 96.0960960960960904
376.0697193756378169 46.5668762306704167 102.1021021021021085
141.7592214347652373 51.3704442552621714 108.1081081081081123
-11.2988109595253121 66.5423164316558911 114.1141141141141162
-55.5249053442434786 65.4540276559584271 120.1201201201201201
1060.2927778296634642 42.7868284693269629 126.1261261261261097
-113.0938570602279327 61.7465380148889267 132.1321321321321136
27.3874812427229699 58.2657965980443393 138.1381381381381459
534.0000245191786234 49.2416021245049720 144.1441441441441498
312.7946209322400932 62.1551579258361357 150.1501501501501536
97.7676925860331920 53.6602276463620953 156.1561561561561575
287.7345091543541571 71.0247660449956015 162.1621621621621614
470.2817028255963123 72.4711049036101116 168.1681681681681653
-157.7599573034145521 44.4995136323785232 174.1741741741741691
401.9907180867003831 71.0694658252220393 180.1801801801801730
311.9101685759422935 68.7296701661022666 186.1861861861861769
432.7815977060095634 77.9871819174106093 192.1921921921921808
774.4062905110959036 55.6134251838687206 198.1981981981982130
416.6988583832593918 53.8392456073546271 204.2042042042042169
677.8411971117985786 49.9774850570460316 210.2102102102102208
-456.2618095550176918 71.4835878496769510 216.2162162162162247
-176.8582235265913312 39.7883170890328088 222.2222222222222001
-148.5857251658107430 74.8587976165617022 228.2282282282282324
-105.4918329349250712 69.2955360974040104 234.2342342342342363
1058.3974546969438961 69.8447686494563129 240.2402402402402402
483.1969549646107112 60.1386061550834938 246.2462462462462440
385.8613968564589527 67.3911330814229785 252.2522522522522195
348.4984917368741435 65.7506643014074967 258.2582582582582518
-116.8630816413904654 79.4839603262395684 264.2642642642642272
302.5438856488343617 62.8624630053395137 270.2702702702702595
-747.1919619502928072 62.7674676791699824 276.2762762762762918
866.4263538653286787 55.8948860641663146 282.2822822822823241
-403.1925100299581572 66.8843201892017447 288.2882882882882996
685.8070540081424724 91.7099543077042796 294.2942942942942750
792.8920181852960241 68.6409175544361005 300.3003003003003073
494.7403223125638192 80.4602487155290760 306.3063063063062827
-695.0401066804406582 80.3913136706882483 312.3123123123123150
960.5293787989062366 68.9858171203957937 318.3183183183182905
1010.8920480731742373 75.4937061076591931 324.3243243243243228
1056.9005764371806890 80.7348167196323061 330.3303303303302982
74.9430115358343301 84.1977663519671751 336.3363363363363305
-4.7704353052862780 71.5043270859094662 342.3423423423423628
421.8452652692253650 85.9282809784147901 348.3483483483483383
666.3618956579258565 79.4409304622929682 354.3543543543543706
425.4528081566998026 84.5083033592744357 360.3603603603603460
358.6329801943153370 70.3242819492320450 366.3663663663663783
580.7827623252489957 81.7465735986039732 372.3723723723723538
1409.5044582851940049 79.5606250061357940 378.3783783783783861
555.9467636407923692 80.9866211939105511 384.3843843843843615
329.6928997474805669 62.9489539133347122 390.3903903903903370
1345.1343603556890685 65.2109097080722933 396.3963963963964261
336.0668921232690423 88.8253666967272295 402.4024024024024015
511.2649493717910332 69.5633395498213076 408.4084084084084338
278.9995259026695749 66.6211754863016523 414.4144144144144093
926.2570845837573188 86.6659755367724216 420.4204204204204416
1142.5580404719037233 95.0766184800916534 426.4264264264264170
865.1309020047857530 97.0493526068551944 432.4324324324324493
39.9644025947089787 83.6484586125205709 438.4384384384384248
-339.6044313752282164 79.0955281347709303 444.4444444444444002
603.5214401565583557 83.9571703707419346 450.4504504504504325
682.4894826609921665 68.1521447128560993 456.4564564564564648
743.6405276777813924 77.6014881929604172 462.4624624624624971
747.7733977207449243 86.7406141046867702 468.4684684684684726
1513.6970603808995293 74.4807605079952992 474.4744744744745049
1606.7430221341865035 86.5707824766171115 480.4804804804804803
-317.3091930647888717 91.8215004889882493 486.4864864864864558
45.7099433326259401 101.7077388879539086 492.4924924924924881
1690.6215263115473135 88.0377534198830176 498.4984984984984635
1063.8768996593551037 83.5679186207120352 504.5045045045044390
646.9967676804932353 89.0053082657763639 510.5105105105105281
660.7729314921660944 79.1722237986533486 516.5165165165165035
1118.8354562173265094 79.3767030647455272 522.5225225225225358
1670.4289041154006554 77.4654163587954372 528.5285285285284544
528.7274681339745257 88.0794921113981530 534.5345345345344867
58.0114044336618591 87.7102362503116240 540.5405405405405190
687.7872705145433656 72.0510708838516649 546.5465465465465513
420.6099044388747075 97.8662383520782413 552.5525525525525836
334.2979670298201995 79.2766745332086913 558.5585585585585022
654.2927519781101182 94.9312769124332618 564.5645645645646482
1056.1948158262493962 92.7727280306127113 570.5705705705705668
1245.5701990599450255 103.0624529458992669 576.5765765765765991
1004.8529339055737637 88.3314911222366419 582.5825825825825177
813.3203710405755373 92.3078653521924650 588.5885885885885500
1180.3359127795422410 81.2676470698657027 594.5945945945945823
1491.3015285784090338 103.4673907536072619 600.6006006006006146
1264.9825374378021934 72.6002733633162478 606.6066066066066469
1313.4720574518587455 74.9240325309172590 612.6126126126125655
602.7591560681576084 92.1656333378491439 618.6186186186187115
1020.8747476102532801 85.7585163253365437 624.6246246246246301
821.8032402236899543 92.8972021523364049 630.6306306306306624
417.7795644879664678 86.0622170862036313 636.6366366366365810
-9.2348238202780717 115.0700696554046942 642.6426426426426133
610.0206295185583940 95.2608441506381354 648.6486486486486456
410.6598470303111412 87.0411591140072431 654.6546546546546779
783.5659085143898892 85.9146571249522282 660.6606606606605965
506.6755314988142800 118.0575374766986414 666.6666666666666288
1323.5822265806639280 99.4962802734509211 672.6726726726726611
1321.3495644189076756 104.4775170053447511 678.6786786786786934
1453.6017702398685287 104.8402149197064261 684.6846846846847257
1222.0456358235605876 95.4285099781711921 690.6906906906906443
781.5870231727677719 108.3821149207200136 696.6966966966966766
1882.5658468240389993 97.2888863726574016 702.7027027027027088
1358.9537261397597376 97.2477634837789253 708.7087087087087411
2449.4952418996090273 102.3642907982928989 714.7147147147146597
1339.6298241728682115 110.8645087873898376 720.7207207207206920
1563.0817610624944791 93.5910997329998082 726.7267267267267243
1861.0396121492888142 88.1944372125089160 732.7327327327327566
642.3413618843471795 116.5835827393979685 738.7387387387387889
938.1924392959449506 102.8890772995613929 744.7447447447447075
884.6691493519955429 101.2482084314842865 750.7507507507507398
1640.6208634512042863 93.5258272812647675 756.7567567567567721
984.0112674145212850 107.0687756079549757 762.7627627627628044
483.3893402807253779 108.5115065030515353 768.7687687687687230
1380.5615714521582049 95.7897911428931366 774.7747747747747553
1216.0456235804024345 115.6670484538334449 780.7807807807806739
1084.6288841919595143 76.9119475681009988 786.7867867867868199
1326.1475098997429996 109.6591295947215627 792.7927927927928522
331.4183841730231279 106.6360563835993389 798.7987987987987708
2176.5804843037203682 105.0490121076783794 804.8048048048048031
1262.5220184197871731 97.5277261312308781 810.8108108108108354
1333.5730286115517629 105.3376182432534023 816.8168168168168677
1698.6359523755622831 107.3556491580773269 822.8228228228227863
1936.9681062417193971 101.6700943982235827 828.8288288288288186
1848.6092806462870612 103.3594728574694557 834.8348348348347372
629.7547722396310519 86.6821296666878709 840.8408408408408832
1489.1965256178357322 99.9540698342343319 846.8468468468468018
1701.6854592908161976 99.0598756847430053 852.8528528528528341
470.0635807156747887 123.0609797432325365 858.8588588588588664
2082.3954935983460928 106.2185373694927932 864.8648648648648987
892.5170152758662425 115.1110901793360881 870.8708708708709310
1333.8869018043042161 86.2820822798909575 876.8768768768768496
1385.5426305905161826 101.8891441932624105 882.8828828828828819
1687.9868537267398096 101.9626552210343533 888.8888888888888005
1300.3279812279322414 88.3446944233213998 894.8948948948949464
1425.9836574546018255 115.7514572119951310 900.9009009009008651
2295.8476756014956663 113.3710079008638303 906.9069069069068973
1809.7825626946705597 108.2016645935942307 912.9129129129129296
1134.9214656160329469 119.2746843897428164 918.9189189189188482
1044.3470417755570452 111.3921384862004089 924.9249249249249942
1757.2545324801305924 97.4375213248430185 930.9309309309309128
2197.8435704540797815 106.5198235016906523 936.9369369369369451
1277.0257387248027499 113.8395223033568016 942.9429429429428637
1557.2455233668847541 122.6268863092648047 948.9489489489490097
1312.3496236704704643 111.6547142958394119 954.9549549549549283
854.8635753508193602 108.2988037314189995 960.9609609609609606
972.1186890370778428 119.5950757022828554 966.9669669669668792
1543.4403978078687487 118.4414730813989109 972.9729729729729115
825.1498021164458123 129.3219239078717351 978.9789789789790575
1544.1667960855058936 114.7188728080468962 984.9849849849849761
1298.1132795216954037 117.7477053306338348 990.9909909909910084
2254.2662528077921706 114.3210469188256297 996.9969969969969270
858.9707400541198012 127.3480003688523254 1003.0030030030030730
2962.5076117445610180 112.8317561020101749 1009.0090090090088779
1605.4995840661547390 120.4999827813430926 1015.0150150150150239
1899.0542574312021316 119.4098662050569857 1021.0210210210210562
1596.5000262026917426 120.4983502723383282 1027.0270270270268611
1616.5185519234971707 111.1473621976943633 1033.0330330330330071
1625.7893113118389010 99.2124285234682048 1039.0390390390389257
2182.1069580412618052 131.3724992291664648 1045.0450450450450717
820.5427462739141902 118.9850763747197817 1051.0510510510512177
1469.3438184616907165 114.8865597582734068 1057.0570570570569089
1461.7774896556172735 123.0465764466522813 1063.0630630630630549
2437.6909956099138981 108.6020007506720901 1069.0690690690689735
2239.4631829021973317 118.3800161616214552 1075.0750750750751195
2059.9572667234065193 104.8626762770037573 1081.0810810810810381
1577.4016864641357643 112.4352859967951446 1087.0870870870869567
